Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Release Year,Total_Popularity_Score,Cross_Platform_Count,Release_Year,Artist_Song_Count,YouTube_Engagement_Rate,TikTok_Engagement_Rate
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,6/5/2024,ES31E2401197,237,101.3,186123400.0,52.0,50069.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2024,0.01789518,0,2024.0,1,0.008484112,145.63261
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/26/2021,USSM12100531,238,100.8,1902241300.0,316054.0,50751390.0,70.0,274582850.0,3603644.0,2297386.0,864050000.0,7655286423.0,3417613.0,310.0,262285.0,2026.0,112.0,2516760.0,80.0,72087250.0,72155.0,10553717.0,1,2021,0.1659756,3,2021.0,10,0.013124071,376.1012
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,3/3/2023,QZ5FN2369288,239,100.3,42761.0,80.0,1636.0,35.0,1138846800.0,2113492.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,449.0,0,2023,0.023636848,1,2023.0,1,0.0018558186,145.63261
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,10/26/2023,USUG12306691,240,100.2,406821440.0,20404.0,26073555.0,67.0,23505530.0,266969.0,80218.0,12641848.0,113073762.0,1569274837.0,38.0,337262.0,20.0,27.0,740249.0,38.0,18715607.0,6762.0,1551811.0,0,2023,0.03233248,1,2023.0,63,0.011357753,157.5917
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,9/22/2022,TCAGM2208561,241,100.1,665716160.0,97057.0,33252792.0,80.0,358206240.0,2896698.0,2900087.0,216927440.0,2653383273.0,862779648.0,33.0,77764.0,119.0,51.0,27583086.0,60.0,202795.0,1067.0,5502998.0,0,2022,0.062224608,3,2022.0,1,0.0080866795,74.8003
Glimpse of Us,Glimpse of Us,Joji,6/10/2022,USWB12201789,242,99.8,1262308900.0,234936.0,83890841.0,74.0,66246840.0,2067331.0,865354.0,1031153540.0,8988453878.0,4898615770.0,97.0,116337.0,620.0,40.0,2380981.0,45.0,9562991.0,17436.0,4350230.0,0,2022,0.114272065,2,2022.0,5,0.0312065,1191.596
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,USSM11912587,243,99.7,2708151600.0,298135.0,159003869.0,82.0,872052200.0,11269126.0,1375118.0,301076960.0,2738127473.0,2170262684.0,554.0,647363.0,914.0,557.0,4404589.0,101.0,133633509.0,253839.0,9612968.0,0,2019,0.23292662,3,2019.0,12,0.012922537,218.94612
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,3/23/2024,USA2P2414894,244,98.8,172164030.0,5517.0,48983734.0,82.0,117450210.0,1103003.0,182200.0,26534406.0,265917250.0,135952492.0,11.0,1879.0,86.0,7.0,2124457.0,16.0,9152713.0,1759.0,418366.0,0,2024,0.016179,0,2024.0,6,0.009391248,145.63261
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,12/27/2023,CH7811111177,245,98.5,298853400.0,50137.0,43508958.0,70.0,112961810.0,2336117.0,182200.0,64504810.0,928812348.0,366430788.0,63.0,4.0,6.0,43.0,5691935.0,43.0,2135934.0,8861.0,854584.0,1,2023,0.02648991,1,2023.0,1,0.0206806,354.03104
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,5/18/2023,QM6P42334528,246,98.4,717849000.0,98440.0,37797217.0,72.0,217687650.0,1929598.0,308670.0,85402640.0,808518802.0,47337825.0,126.0,57673.0,125.0,35.0,1416698.0,41.0,12735768.5,7832.0,2076698.0,1,2023,0.06154618,3,2023.0,60,0.008864072,276.67853
Yandel 150,Yandel 150,Yandel,12/20/2022,QMFMF2215173,247,98.1,837576260.0,102545.0,38825844.0,70.0,472335520.0,1511715.0,632917.0,43022170.0,631781362.0,443395467.0,60.0,65694.0,29.0,39.0,5582630.0,63.0,26717443.0,8054.0,2660197.0,1,2022,0.07546599,3,2022.0,2,0.003200513,67.97432
THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,USSM12105732,248,98.0,1062095400.0,165197.0,75503476.0,72.0,194928110.0,3281325.0,1174669.0,331324800.0,3501946982.0,3618055498.0,156.0,830038.0,2344.0,83.0,2949606.0,46.0,54997089.0,27977.0,5957065.0,1,2021,0.09137476,3,2021.0,10,0.01683352,282.05777
Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,USSD12100202,249,98.0,1339352000.0,188874.0,76063128.0,75.0,873449340.0,6108611.0,3247015.0,488004200.0,4445597088.0,1866730745.0,208.0,102968.0,295.0,68.0,4468373.0,79.0,58740730.0,23062.0,5640680.0,1,2021,0.12904175,3,2021.0,19,0.006993665,150.29312
Chemical,Chemical,Post Malone,4/14/2023,USUM72305205,250,97.6,503574140.0,79679.0,43648353.0,75.0,90349144.0,902237.0,20078.0,8878995.0,134469226.0,476594485.0,94.0,369794.0,678.0,35.0,564291.0,45.0,41533233.0,7841.0,2334089.0,1,2023,0.041176762,1,2023.0,22,0.009986127,442.2031
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,1/1/2015,USAT21703595,251,97.6,1891920400.0,159571.0,73641738.0,78.0,6335990000.0,43663932.0,2196129.0,424216960.0,3455170110.0,602157439.0,137.0,5953.5,5.0,8.0,16367.0,6.0,12735768.5,7832.0,22021769.0,0,2015,0.2827088,3,2015.0,4,0.006891415,193.1657
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,9/12/2018,USUG11801811,252,97.5,1486929800.0,266128.0,52476635.0,76.0,637733440.0,4719266.0,618523.0,58332456.0,523849646.0,34010447.0,147.0,52910.0,581.0,48.0,263627.0,13.0,296071712.0,214953.0,4911610.0,1,2018,0.12961642,3,2018.0,20,0.007400062,94.30913
Shooting Star,Kep1going On,Kep1er,6/3/2024,KRA492400678,253,97.3,1534062.0,193.0,3187862.0,67.0,28023956.0,185464.0,182200.0,26534406.0,265917250.0,98142716.0,5.0,45.0,86.0,15.0,237120.5,18.0,669.0,2.0,8916.0,0,2024,0.0010684081,0,2024.0,2,0.0066180876,145.63261
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,11/20/2011,GBARL1401524,254,97.1,1993030300.0,256764.0,149909699.0,77.0,5644117500.0,24960396.0,274381.0,98429040.0,1268235679.0,1997821697.0,507.0,160982.0,366.0,308.0,2956482.0,137.0,994708599.0,2280901.0,23508115.0,1,2011,0.27182552,3,2011.0,2,0.0044223736,358.72995
Dog's Plan,Thoughts Feelings,David Jackson,3/2/2023,USZXT2350766,255,97.0,239850720.0,44.0,1243.0,35.0,1131058300.0,2367298.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,2.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2023,0.042148028,1,2023.0,1,0.0020929947,145.63261
love nwantiti (ah ah ah),CKay The First,CKay,8/30/2019,QMEU31910213,256,96.9,853451400.0,172458.0,43607688.0,71.0,1132006900.0,25943716.0,12330900.0,1768913700.0,23933379729.0,35766668.0,77.0,189840.0,2726.0,51.0,1474677.0,5.0,31447967.0,31569.0,3489217.0,1,2019,0.11468097,3,2019.0,2,0.022918336,143.45372
Mi Gente,Mi Gente,J Balvin,6/30/2017,FR22F1701790,257,96.4,1478442500.0,189504.0,45240294.0,69.0,3859031800.0,22147064.0,163477.0,67021310.0,1018060369.0,398243753.0,291.0,45875.0,86.0,98.0,937524.0,94.0,334219832.0,312657.0,19858741.0,0,2017,0.19486241,2,2017.0,16,0.0057390206,409.97144
Late Night Talking,Harry's House,Harry Styles,5/20/2022,USSM12200610,258,96.4,959639300.0,108806.0,62563751.0,76.0,151113150.0,2809492.0,101923.0,64491270.0,580526441.0,3350044035.0,153.0,837037.0,2290.0,96.0,9426291.0,50.0,68783337.0,10636.0,4053289.0,0,2022,0.07871426,2,2022.0,12,0.018591981,632.73883
Miss You,Miss You,Oliver Tree,8/5/2022,USAT22211992,261,96.2,631378940.0,165883.0,38563849.0,51.0,32628348.0,615240.0,1905732.0,363515600.0,5776425361.0,13558530.0,75.0,152103.0,1.0,49.0,893762.0,19.0,12735768.5,7832.0,7602822.0,1,2022,0.054984085,2,2022.0,3,0.018856026,190.74843
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,10/6/2022,QZLBC2200766,260,96.2,69931410.0,13220.0,8876286.0,61.0,63786140.0,759332.0,9009769.0,496871100.0,6778569349.0,147879.0,4.0,4180.0,29.0,15.0,237120.5,15.0,71269.0,228.0,195627.0,0,2022,0.01380256,1,2022.0,1,0.011904357,55.148033
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,10/20/2020,AEA0D2036458,259,96.2,2300838.0,543.0,19016.0,35.0,3060919000.0,6319360.0,1690.0,50237.0,4527607.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,16965.0,0,2020,0.06268796,1,2020.0,4,0.0020645305,29.709047
Dakiti,Dakiti,Bad Bunny,1/1/2020,QMFME2004132,262,96.1,1977947500.0,245685.0,56430031.0,72.0,1861597200.0,10999677.0,21703.0,1119576.0,21573356.0,724908300.0,265.0,202804.0,241.0,97.0,3921489.0,72.0,152205131.0,46748.0,6091496.0,1,2020,0.19202514,2,2020.0,60,0.0059087314,51.5839
Starboy,Starboy,The Weeknd,9/22/2016,USUG11600976,265,95.7,3291262500.0,366133.0,98022646.0,84.0,2829991000.0,14968547.0,262780.0,52707880.0,375498232.0,218584786.0,341.0,68441.0,148.0,118.0,875683.0,67.0,331295154.0,418888.0,15648166.0,1,2016,0.31478167,3,2016.0,31,0.0052892566,200.57722
Sorry,Sorry,Justin Bieber,10/23/2015,USUM71516760,264,95.7,2089476500.0,179545.0,89286647.0,78.0,4467507700.0,22464624.0,2463600.0,48687440.0,376376728.0,1959373484.0,401.0,237066.0,402.0,161.0,1631997.0,85.0,420093148.0,519614.0,9657077.0,0,2015,0.25460002,3,2015.0,14,0.0050284467,19.762712
Calling My Phone,Calling My Phone,Lil Tjay,2/12/2021,USSM12100388,263,95.7,777064900.0,213153.0,29437172.0,71.0,482028640.0,5431785.0,1378861.0,181697360.0,1411545704.0,326289844.0,118.0,147120.0,117.0,33.0,263058.0,33.0,105932632.0,53956.0,4012749.0,1,2021,0.07292201,3,2021.0,7,0.011268596,131.77342
Pink Venom,Pink Venom,BLACKPINK,8/19/2022,KRA402200017,266,95.6,736469440.0,48251.0,22817940.0,68.0,868589800.0,16834956.0,1833169.0,587311900.0,5828265172.0,3169887749.0,43.0,47080.0,406.0,20.0,202141.0,40.0,6401599.0,10275.0,1547563.0,0,2022,0.08341529,3,2022.0,14,0.01938194,320.38046
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401040,267,95.0,250430300.0,7079.0,134357870.0,84.0,16747466.0,251549.0,148000.0,52156904.0,411722900.0,45283900.0,72.0,6243.0,2.0,37.0,8927842.0,76.0,5771611.0,11920.0,188022.0,1,2024,0.020579763,1,2024.0,63,0.015020181,352.40912
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,2/9/2019,USSM12000925,268,94.8,1656385800.0,283938.0,62191957.0,74.0,1135382800.0,15066754.0,7578918.0,610598800.0,5007036875.0,348834936.0,219.0,200884.0,305.0,119.0,6994461.0,29.0,214867165.0,150801.0,10905647.0,0,2019,0.16081427,3,2019.0,1,0.013270198,80.56542
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208784,269,94.5,682837700.0,155771.0,28629209.0,80.0,191823620.0,1853827.0,41044.0,23532424.0,185584934.0,201674659.0,56.0,2067.0,48.0,4.0,5523.0,12.0,2323771.0,3396.0,3246804.0,1,2022,0.057413638,2,2022.0,15,0.009664233,573.33234
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,7/27/2023,USSM12305021,270,94.3,347647870.0,106908.0,29964622.0,74.0,30685664.0,405870.0,19100.0,6796886.0,53065653.0,174680696.0,57.0,53527.0,13.0,23.0,327684.0,49.0,12478966.0,3216.0,861189.0,1,2023,0.027789157,1,2023.0,30,0.01322673,355.83932
California Gurls,Girl Power 2023,Katy Perry,9/19/2023,USCA21001182,271,94.2,239850720.0,32312.5,13259481.0,67.0,4534591.0,47967.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,69675.0,86.0,15.0,237120.5,17.0,316633718.0,283271.0,854584.0,0,2023,0.019142848,0,2023.0,11,0.010578239,145.63261
Moscow Mule,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214875,272,94.1,1108031600.0,121256.0,44739826.0,77.0,765780160.0,4700638.0,222100.0,106783330.0,940630746.0,719730500.0,104.0,74052.0,113.0,30.0,7198424.0,58.0,41077827.0,11906.0,1644044.0,1,2022,0.10342023,3,2022.0,60,0.006138366,480.78723
Something Just Like This,Something Just Like This,The Chainsmokers,2/22/2017,USQX91700278,273,94.0,2596644600.0,278237.0,128709855.0,82.0,2822804200.0,15242846.0,350848.0,80813730.0,631258708.0,277516825.0,315.0,409911.0,86.0,420.0,1634441.0,108.0,588568899.0,197928.0,16040973.0,0,2017,0.26095462,3,2017.0,6,0.0053998954,230.33763
7 rings,7 rings,Ariana Grande,1/18/2019,USUM71900110,274,93.9,2262490400.0,179865.0,89518199.0,77.0,1903198800.0,22206276.0,3040090.0,282688100.0,2620954252.0,2185559044.0,220.0,176589.0,945.0,87.0,1044537.0,76.0,301142482.0,409686.0,7983512.0,1,2019,0.21902604,3,2019.0,26,0.01166787,92.986725
Moonlight,Moonlight,Kali Uchis,2/24/2023,USUM72219486,275,93.1,701558850.0,110539.0,46729655.0,74.0,209195940.0,2284142.0,594413.0,173483890.0,1114531877.0,31989285.0,67.0,15726.0,126.0,43.0,1632541.0,44.0,3448723.0,9386.0,3204314.0,0,2023,0.061355248,3,2023.0,6,0.010918678,291.85703
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,6/11/2020,USSM12003798,276,93.1,1118038300.0,142905.0,27025973.0,67.0,481447580.0,3636839.0,10104238.0,420225180.0,4530095073.0,98142716.0,198.0,394564.0,200.0,209.0,2246210.0,10.0,12735768.5,7832.0,11067994.0,1,2020,0.1028437,3,2020.0,3,0.007553969,41.588997
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402910,277,93.0,58157068.0,30.0,171325.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,1.0,5953.5,86.0,15.0,237120.5,17.0,95804398.0,106600.0,854584.0,0,2024,0.007932371,0,2024.0,7,0.008484112,145.63261
God's Plan,Diplomatic Immunity,Drake,1/20/2018,USCM51800004,278,92.9,2529948400.0,313741.0,79266167.0,77.0,2040639400.0,19912224.0,640874.0,70576616.0,634177218.0,254153311.0,226.0,14465.0,442.0,103.0,898454.0,76.0,527043451.0,707727.0,9512236.0,1,2018,0.23964372,3,2018.0,68,0.009757836,110.125404
Sunroof,Sunroof,Nicky Youre,11/26/2021,QM24S2107064,279,92.3,879708540.0,44652.0,23104189.0,35.0,74610330.0,807333.0,11172130.0,1672193900.0,22086963233.0,98142716.0,2.0,5953.5,1073.0,1.0,11899.0,17.0,12735768.5,7832.0,854584.0,0,2021,0.09375829,2,2021.0,2,0.010820674,149.67546
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/2023,USA2P2339944,280,92.0,521116300.0,24734.0,22828160.0,81.0,427625500.0,2560068.0,33444.0,11882123.0,107781205.0,1392579416.0,18.0,3852.0,82.0,20.0,14503583.0,22.0,10154861.0,13336.0,988007.0,1,2023,0.049472798,2,2023.0,6,0.005986708,355.27356
MY EYES,UTOPIA,Travis Scott,7/28/2023,USSM12305007,281,91.9,403132900.0,103255.0,13549357.0,78.0,42319492.0,564712.0,8436.0,16565594.0,139973656.0,2150.0,37.0,417.0,86.0,12.0,403386.0,6.0,517355.0,3385.0,1911147.0,1,2023,0.03248523,1,2023.0,30,0.01334404,1963.4462
WORK,GOLDEN HOUR : Part.1,ATEEZ,5/31/2024,KRD442400011,282,91.7,10135326.0,678.0,14542753.0,35.0,29271836.0,586888.0,182200.0,26534406.0,265917250.0,30784.0,13.0,158.0,86.0,7.0,18929.0,41.0,102486.0,119.0,25958.0,0,2024,0.0017635423,0,2024.0,3,0.020049613,145.63261
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,4/17/2017,USUM71703825,284,91.5,1713295000.0,134700.0,39604784.0,65.0,2920155400.0,17308188.0,1323640.0,61011624.0,607999568.0,380296279.0,268.0,598.0,57.0,91.0,820925.0,27.0,332562946.0,1547528.0,7805645.0,0,2017,0.19388834,3,2017.0,3,0.0059271473,46.093784
Ghost,Justice,Justin Bieber,3/19/2021,USUM72102635,283,91.5,1586830200.0,151923.0,73574395.0,80.0,476319260.0,4622504.0,797409.0,122390350.0,1180485094.0,2976186938.0,119.0,844492.0,3180.0,114.0,303462.0,49.0,129493114.0,54497.0,4413143.0,0,2021,0.13500749,3,2021.0,14,0.0097046355,153.48485
Dior,Meet The Woo,Pop Smoke,7/26/2019,USUM71914275,285,91.4,1070422460.0,294539.0,47391658.0,72.0,909072100.0,7522969.0,1447194.0,119978910.0,1077344517.0,3659504.0,132.0,82158.0,53.0,38.0,316666.0,11.0,55282282.0,69945.0,4711998.0,1,2019,0.10360577,3,2019.0,13,0.008275438,82.90446
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,9/30/2022,QMDA62210237,286,91.2,720822850.0,13.0,164.0,35.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,86397101.0,2234762.0,854584.0,0,2022,0.059524167,1,2022.0,3,0.008484112,145.63261
Breakeven,Breakeven (Official 4K Video),The Script,4/25/2024,GB1102400418,287,91.1,858979460.0,1.0,14.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2024,0.070280336,1,2024.0,2,0.008484112,145.63261
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/2022,QM4TW2218961,288,90.7,839405600.0,107431.0,27444811.0,75.0,662287740.0,4695932.0,3874773.0,422978900.0,4817726878.0,438066241.0,41.0,29848.0,601.0,19.0,1780823.0,46.0,8328637.0,7361.0,2351019.0,1,2022,0.08488288,3,2022.0,6,0.007090472,109.16222
SAD!,SAD!,XXXTENTACION,3/2/2018,USUG11800208,289,90.5,2218531000.0,263801.0,60437070.0,75.0,1800863900.0,26301388.0,1295895.0,58018850.0,435340082.0,178579824.0,77.0,21340.0,107.0,45.0,409497.0,17.0,187658592.0,508457.0,3798652.0,1,2018,0.21032347,3,2018.0,16,0.014604874,44.771225
Primera Cita,La Primera Cita - Single,Carin Leon,4/20/2023,QZQMB2104890,290,90.5,598006600.0,35842.0,34735524.0,80.0,415255940.0,1480134.0,916093.0,96228890.0,1108602382.0,384774756.0,32.0,26180.0,172.0,25.0,9487462.0,25.0,26478187.0,16200.0,2336296.0,0,2023,0.056404207,3,2023.0,8,0.003564392,105.042595
Efecto,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214884,292,90.1,1293773700.0,115332.0,51081689.0,77.0,501908220.0,2730759.0,2482560.0,549037500.0,6046489956.0,179322656.0,50.0,33285.0,48.0,16.0,2258927.0,51.0,43667676.0,13112.0,1927360.0,1,2022,0.11877253,3,2022.0,60,0.0054407557,221.15771
Dame Tu Cosita,Dame Tu Cosita,El Chombo,4/23/2018,TCADP1859309,291,90.1,239850720.0,273.0,54198.0,67.0,5004189000.0,20218394.0,182200.0,26534406.0,265917250.0,229315984.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2018,0.12124274,1,2018.0,2,0.004040294,145.63261
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,11/9/2023,BRSME2301957,293,89.6,95536140.0,8900.0,9760374.0,67.0,143810660.0,1507763.0,1800000.0,44077310.0,711024077.0,890790802.0,16.0,88.0,86.0,51.0,7385831.0,7.0,12735768.5,7832.0,229561.0,0,2023,0.011000567,1,2023.0,1,0.010484369,24.487383
Slow It Down,Slow It Down,Benson Boone,3/22/2024,USWB12400913,294,89.4,202667140.0,11945.0,116623933.0,85.0,25188124.0,291189.0,182200.0,349400.0,3500000.0,126501922.0,56.0,36922.0,326.0,37.0,6074638.0,74.0,16853510.0,3223.0,518777.0,0,2024,0.016297871,0,2024.0,5,0.011560606,1.9176679
Yonaguni,Yonaguni,Bad Bunny,6/4/2021,QM6P42169803,295,88.6,1398634200.0,177082.0,44848091.0,71.0,1084871800.0,7894095.0,884793.0,298126880.0,2877719483.0,314632224.0,145.0,54669.0,145.0,40.0,381403.0,48.0,62939872.0,19535.0,2211960.0,1,2021,0.13527843,3,2021.0,60,0.007276525,336.94495
Heathens,Heathens,Twenty One Pilots,6/16/2016,USAT21601930,296,88.6,1777196900.0,241108.0,65091468.0,78.0,2624180000.0,21763864.0,4715288.0,113594560.0,1024805500.0,479301512.0,125.0,153475.0,322.0,108.0,534238.0,31.0,513952113.0,630803.0,14696531.0,0,2016,0.19356588,3,2016.0,6,0.008293587,24.090689
Whoopty,Whoopty,CJ,8/20/2020,USA2P2031043,297,88.6,775664100.0,213464.0,28998615.0,61.0,810607900.0,8889460.0,2403279.0,506491170.0,4864435271.0,144018344.0,158.0,1644.0,533.0,31.0,74337.0,15.0,60410875.0,41096.0,6422051.0,1,2020,0.08413507,3,2020.0,1,0.010966414,210.74997
Super Shy,NewJeans 'Super Shy',NewJeans,7/7/2023,USA2P2330068,298,88.4,547471600.0,48103.0,22977059.0,77.0,202977390.0,2705714.0,1201620.0,210186670.0,1998080214.0,776229988.0,56.0,23381.0,258.0,22.0,671053.0,58.0,1428951.0,6871.0,528849.0,0,2023,0.04975298,3,2023.0,11,0.01333013,174.91928
Happier,Happier - Single,Marshmello,8/16/2018,USUG11801651,299,87.9,2143821600.0,220298.0,53040597.0,35.0,1512765700.0,18732540.0,1228334.0,96907384.0,809336882.0,2340278160.0,209.0,390418.0,293.0,444.0,639996.0,73.0,375500033.0,584098.0,10193237.0,0,2018,0.19917582,3,2018.0,14,0.012382977,78.89329
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/2023,QZ9QQ2300781,301,87.7,462284580.0,31617.0,36745154.0,84.0,110545170.0,325395.0,911100.0,169601800.0,1947539058.0,184602581.0,41.0,13786.0,721.0,46.0,7896597.0,39.0,14745087.0,13732.0,1075943.0,1,2023,0.040656857,2,2023.0,14,0.002943557,186.15038
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/2023,UKWLG2300016,300,87.7,509231040.0,69486.0,142546135.0,79.0,40223000.0,328421.0,182200.0,42.0,312.0,298775920.0,145.0,396880.0,425.0,121.0,3802321.0,91.0,29557806.0,1437.0,3375037.0,0,2023,0.04046745,1,2023.0,5,0.00816503,0.00023600309
Butter,Butter,BTS,5/21/2021,QM6MZ2156864,302,87.5,1257974100.0,90160.0,40533320.0,70.0,1175755500.0,27744988.0,2098050.0,1059257340.0,8120632702.0,3244619218.0,221.0,181961.0,545.0,43.0,1426798.0,68.0,23569614.0,50520.0,4173408.0,0,2021,0.13699137,3,2021.0,14,0.023597585,504.87683
Cinderella,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402037,304,87.2,124945670.0,21581.0,41881780.0,67.0,11346227.0,139956.0,182200.0,26534406.0,265917250.0,421455.0,24.0,298.0,86.0,14.0,291310.0,4.0,4388108.0,1644.0,369853.0,1,2024,0.0103360275,0,2024.0,23,0.012335112,145.63261
Calma - Remix,Calma (Remix),Pedro Capï¿,10/5/2018,USSD11800343,303,87.2,1153754000.0,118846.0,37335160.0,67.0,2890512400.0,13572964.0,1847640.0,11391899.0,124640416.0,374564231.0,152.0,57934.0,7.0,77.0,859903.0,2.0,168274012.0,88107.0,14113990.0,0,2018,0.14901537,3,2018.0,1,0.0046956954,6.1656456
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/2016,USRC11600876,305,87.1,1733302400.0,191065.0,88781556.0,72.0,2322229200.0,9042088.0,2563738.0,26503434.0,153590873.0,319751277.0,459.0,364043.0,576.0,482.0,2062925.0,116.0,605593706.0,1206969.0,15828266.0,0,2016,0.18274552,3,2016.0,5,0.0038937104,10.337806
Say So,Hot Pink,Doja Cat,11/7/2019,USRC11903454,306,87.0,1199270700.0,161574.0,48493190.0,69.0,879051500.0,10069968.0,8992493.0,687678460.0,5494376938.0,745421859.0,295.0,1309.0,531.0,180.0,1309139.0,72.0,110184400.0,176348.0,10741166.0,1,2019,0.12108549,3,2019.0,19,0.011455494,76.472496
Ransom,Ransom,Lil Tecca,5/22/2019,QZ85M1940160,307,86.8,1355971800.0,198992.0,52412236.0,77.0,749040200.0,8156272.0,501905.0,79556870.0,532109309.0,51588391.0,99.0,26259.0,154.0,32.0,958518.0,25.0,88012413.0,229716.0,2972685.0,1,2019,0.12199512,3,2019.0,9,0.010888966,158.5095
Romantic Homicide,Romantic Homicide,d4vd,7/20/2022,QZMEM2232831,308,86.8,1136504600.0,152157.0,60605828.0,81.0,154143870.0,2307573.0,515601.0,215294960.0,1306972284.0,89389771.0,65.0,8306.0,43.0,25.0,426502.0,15.0,8674577.0,16784.0,1892741.0,0,2022,0.094687395,3,2022.0,3,0.014970262,417.56036
Pink Skies,Pink Skies,Zach Bryan,5/24/2024,USWB12401947,309,86.7,60240740.0,4611.0,98570633.0,84.0,3322959.0,65840.0,182200.0,107100.0,843600.0,235974273.0,82.0,734.0,1.0,26.0,5164376.0,79.0,5006041.0,2349.0,156886.0,0,2024,0.0047593163,0,2024.0,11,0.01981396,0.58781785
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/2016,GBAHS1600363,310,86.6,1528107600.0,170648.0,55710071.0,73.0,3187869200.0,16180445.0,2416274.0,61034076.0,595697842.0,1722812433.0,188.0,174095.0,83.0,151.0,643408.0,38.0,231249781.0,177271.0,23696980.0,1,2016,0.184938,3,2016.0,4,0.0050756303,25.259575
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,11/15/2023,TCJPX2396779,355,86.6,1627429900.0,12.0,163.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,1,2023,0.13010798,1,2023.0,14,0.008484112,145.63261
