Review #,Brand,Variety,Style,Country,Points,Top Ten,Price
2287,Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0.0,,0.79
2286,Kamfen,Noodle King Artificial Abalone And Chicken Soup Flavored,Bowl,Hong Kong,40.0,,1.79
2285,Fantastic,Noodles Beef Flavour,Cup,Australia,30.0,,1.29
2284,Nissin,Korean Kimchi Flavour Vermicelli,Cup,Hong Kong,40.0,,1.29
2283,Nissin,Raoh Pork Bone Soy Soup Noodle,Pack,Japan,50.0,,0.79
2282,Samyang Foods,Gold Jjamppong Fried Noodle,Pack,South Korea,50.0,,0.79
2281,Nissin,Demae Iccho Red Hot Seafood Flavour Instant Noodle,Cup,Hong Kong,40.0,,1.29
2280,Sichuan Baijia,Chongqing Noodles Hot & Sour Flavor,Pack,China,40.0,,0.79
2279,Nissin,Demae Iccho Spicy Tonkotsu Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,50.0,,1.79
2278,Nissin,Raoh Tantanmen,Pack,Japan,50.0,,0.79
2277,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,USA,30.0,,1.79
2276,Nissin,Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe),Cup,USA,30.0,,1.29
2275,JML,Hot & Sour Beef Noodles,Pack,China,40.0,,0.79
2274,Suimin,Noodles With Braised Beef Flavour,Cup,Australia,40.0,,1.29
2273,Uni-President,A Q Bucket Noodle Korean Kimchi Flavor,Bowl,Taiwan,40.0,,1.79
2272,Nissin,Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,40.0,,1.79
2271,Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Pack,China,50.0,,0.79
2270,Samyang Foods,Fresh Bibimmyun Fried Noodle,Pack,South Korea,40.0,,0.79
2269,Wai Wai,Instant Noodles Veg Masala Flavour,Pack,India,40.0,,0.79
2268,Nissin,Nupasta Neapolitan Flavour Instant Noodle,Pack,Hong Kong,50.0,,0.79
2267,Shirakiku,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,USA,20.0,,0.79
2266,Nissin,Disney Cuties Instant Noodle Crab Flavour,Cup,Thailand,40.0,,1.29
2265,Nissin,Cup Noodles Rich Soft Shelled Turle Soup,Cup,Japan,30.0,,1.29
2264,Unif Tung-I,Instant Vegetarian Beehoon Rice Vermicelli,Pack,Taiwan,10.0,,0.79
2263,Sichuan Baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,40.0,,0.79
2262,Dream Kitchen,Curry Flavour Instant Noodles,Cup,USA,50.0,,1.29
2261,Tablemark,Tohokuno Aji Yonezawa Ramen,Bowl,Japan,40.0,,1.79
2260,Uni-President,Science Noodle (X'Mas Edition),Pack,Taiwan,50.0,,0.79
2259,Farmer's Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,USA,37.5,,1.79
2258,Kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,43.0,,1.79
2257,Fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,23.0,,0.79
2256,Goku-Uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,USA,30.0,,1.79
2255,Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,50.0,,2.19
2254,Nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,30.0,,1.29
2253,Singa-Me,Instant Noodles Mi Goreng Flavour,Cup,Australia,40.0,,1.29
2252,New Touch,Sugomen Sano Ramen,Bowl,Japan,50.0,,1.79
2251,Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,40.0,,0.79
2250,Nissin,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,Hong Kong,40.0,,0.79
2249,Love Cook,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,40.0,,0.79
2248,Nongshim,Shin Noodle Soup,Cup,USA,50.0,,1.29
2247,Nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,50.0,,1.79
2246,Dream Kitchen,Soy Sauce,Cup,USA,40.0,,1.29
2245,Nissin,Vietnamese Chicken Coriander Flavour Vermicelli,Cup,Hong Kong,40.0,,1.29
2244,Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,40.0,,0.79
2243,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Hong Kong,40.0,,1.29
2242,Great Value,Beef Style Noodles With Vegetables,Cup,Canada,30.0,,1.29
2241,Fuku,Spicy Soup Instant Noodle Beef Flavour,Pack,Hong Kong,40.0,,0.79
2240,Wang,Rice Noodle Anchovy Flavor,Bowl,South Korea,30.0,,1.79
2239,Nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,USA,40.0,,1.29
2238,Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,10.0,,0.79
2237,Nissin,Cup Noodle Light+ Bagna Cauda,Cup,Japan,50.0,,1.29
2236,Maruchan,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,40.0,,1.79
2235,Fashion Food,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,40.0,,1.79
2234,Paldo,Bibim Men,Bowl,South Korea,50.0,,1.79
2233,Nissin,Cup Noodles Milk Seafood Flavour,Cup,Hong Kong,40.0,,1.29
2232,Nissin,Spicy Chikin Donburi,Bowl,Japan,50.0,,1.79
2231,Fantastic,Noodle Chicken Flavour,Cup,Australia,40.0,,1.29
2230,Marutai,Kuroma-Yu Tonkotsu Kumamoto Ramen,Pack,Japan,40.0,,0.79
2229,Kang Shi Fu,Artificial Beef With Sauerkraut Flavour,Pack,Hong Kong,40.0,,0.79
2228,Nissin,Raoh Shoyu Ramen,Bowl,Japan,50.0,,1.79
2227,Maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,USA,40.0,,0.79
2226,Nagatanien,Hiyashi Soba Taidashi Goma,Pack,Japan,30.0,,0.79
2225,Fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,40.0,,1.79
2224,Wai Wai,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,40.0,,0.79
2223,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,40.0,,0.79
2222,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,50.0,,0.79
2221,Nissin,Cup Noodle Seafood,Cup,Japan,50.0,,1.29
2220,Paldo,Budae Jjigae,Pack,South Korea,50.0,,0.79
2219,Fantastic,Noodles Crispy Bacon Flavour,Cup,Australia,10.0,,1.29
2218,Tseng Noodles,Spicy Braised Pork Flavor,Pack,Taiwan,40.0,,0.79
2217,Nissin,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,Hong Kong,50.0,,0.79
2216,A-Sha Dry Noodle,Chow Mein Spicy Flavor,Tray,Taiwan,30.0,,2.19
2215,Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,50.0,,0.79
2214,Sapporo Ichiban,Tabimen Nagasaki Chanpon,Bowl,Japan,40.0,,1.79
2213,Acecook,Oh! Ricey Pork Flavour,Pack,Vietnam,40.0,,0.79
2212,Paldo,Bul Jjamppong,Pack,South Korea,40.0,,0.79
2211,Nissin,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,30.0,,1.29
2210,Morre,Instant Noodles Masala,Pack,Pakistan,40.0,,0.79
2209,Nissin,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,Hong Kong,50.0,,0.79
2208,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,USA,0.0,,0.79
2207,Nissin,Big Cup Noodles Tonkotsu Flavour,Cup,Hong Kong,30.0,,1.29
2206,Nissin,Deka Buto Kuro M-yu Tonkotsu,Bowl,Japan,50.0,,1.79
2205,Maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,USA,40.0,,1.79
2204,Nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,40.0,,1.29
2203,Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,USA,40.0,,1.79
2202,Nissin,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,40.0,,1.29
2201,Mr. Lee's Noodles,Penang Chicken Curry Laksa,Cup,UK,20.0,,1.29
2200,Mr. Lee's Noodles,Shaolin Monk Vegetables,Cup,UK,50.0,,1.29
2199,Mr. Lee's Noodles,Tai Chi Chicken,Cup,UK,30.0,,1.29
2198,Mr. Lee's Noodles,Dragon Fire Mushroom,Cup,UK,30.0,,1.29
2197,Mr. Lee's Noodles,Hong Kong Street Beef,Cup,UK,50.0,,1.29
2196,Mr. Lee's Noodles,Warrior Fighting Shrimp,Cup,UK,33.0,,1.29
2195,Nissin,Gyorai Inaniwa Chuka Soba,Bowl,Japan,50.0,,1.79
2194,Fuku,Chicken Flavour Instant Noodle,Pack,Hong Kong,40.0,,0.79
2193,Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,30.0,,0.79
2192,Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,50.0,,0.79
2191,Choumama,XO Scallops Sauce Dry Noodles,Pack,Taiwan,40.0,,0.79
2190,Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,47.5,,1.79
2189,Nissin,Demae Ramen Sesame Oil Flavour Cup,Cup,Hong Kong,40.0,,1.29
2188,Singa-Me,Instant Noodles Chicken Flavour,Cup,Australia,25.0,,1.29
2187,Pulmuone,Non-Fried Ramyun Noodle (Crab Flavor),Pack,South Korea,50.0,,0.79
2186,Master Kong,Assorted Seafood Noodles,Pack,China,40.0,,0.79
2185,Nissin,Raoh Hot & Sour Ramen,Pack,Japan,50.0,,0.79
2184,President Rice,Coriander Instant Rice Noodles,Bowl,Thailand,27.5,,1.79
2183,MAMA,Instant Rice Noodles Moo Nam Tok Flavour,Pack,Thailand,35.0,,0.79
2182,MAMA,Instant Rice Vermicelli Clear Soup,Pack,Thailand,35.0,,0.79
2181,MAMA,Instant Rice Noodles Chicken Flavour,Pack,Thailand,40.0,,0.79
2180,MAMA,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,30.0,,1.79
2179,MAMA,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,50.0,,0.79
2178,MAMA,Instant Tom Yam Rice Noodles,Pack,Thailand,40.0,,0.79
2177,MAMA,Instant Rice Noodles Vegetable Flavour,Pack,Thailand,40.0,,0.79
2176,MAMA,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,50.0,,0.79
2175,MAMA,Instant Flat Noodles Clear Soup,Pack,Thailand,40.0,,0.79
2174,MAMA,Cup Rice Noodles Tom Saab Flavour,Cup,Thailand,50.0,,1.29
2173,MAMA,Instant Rice Noodles Stew Beef Flavour,Pack,Thailand,40.0,,0.79
2172,MAMA,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,40.0,,0.79
2171,MAMA,Instant Flat Noodles Tom Yam Flavour,Pack,Thailand,40.0,,0.79
2170,Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,USA,40.0,,0.79
2169,Happy Family,Vegetable Flavour Instant Noodles,Pack,Singapore,40.0,,0.79
2168,Tseng Noodles,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,50.0,,0.79
2167,Great Value,Vegetable Flavour Noodles With Vegetables,Cup,Canada,30.0,,1.29
2166,JML,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China,40.0,,0.79
2165,Suimin,Noodles With Hot & Spicy Flavour,Cup,Australia,30.0,,1.29
2164,Tseng Noodles,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,50.0,,0.79
2163,Nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,40.0,,1.79
2162,Tseng Noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,50.0,,0.79
2161,Nongshim,Chal Bibim Myun,Pack,South Korea,50.0,,0.79
2160,Menraku,Japanese Yakisoba Umami Sauce,Bowl,Japan,50.0,,1.79
2159,La Moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,30.0,,0.79
2158,A-Sha Dry Noodle,Chow Mein Original Flavor,Tray,Taiwan,50.0,,2.19
2157,Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,40.0,,0.79
2156,A-Sha Dry Noodle,Chow Mein Oyster Sauce BBQ Flavor,Tray,Taiwan,20.0,,2.19
2155,Jingqi,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,40.0,,0.79
2154,Jingqi,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,Taiwan,40.0,,0.79
2153,Jingqi,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Pack,Taiwan,40.0,,0.79
2152,Jingqi,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,50.0,,0.79
2151,Jingqi,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Pack,Taiwan,50.0,,0.79
2150,Jingqi,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,30.0,,0.79
2149,Jingqi,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,50.0,,0.79
2148,Jingqi,Black Eyes Bean Pumpkin Noodles With Basil Sauce,Pack,Taiwan,50.0,,0.79
2147,Maruchan,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,USA,30.0,,1.29
2146,Sapporo Ichiban,Kun Ramen Sumo-kuchikin (Smoked Chicken),Bowl,Japan,30.0,,1.79
2145,Dream Kitchen,Tonkotsu,Cup,USA,30.0,,1.29
2144,Nissin,Lamen Sabor Picanha,Pack,Brazil,40.0,,0.79
2143,Thien Houng Foods,Lemon Chicken Flavour Instant Noodles,Pack,Vietnam,30.0,,0.79
2142,Maruchan,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,USA,40.0,,1.79
2141,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,50.0,,1.79
2140,Wang,Rice Noodle Seafood Flavour,Bowl,South Korea,50.0,,1.79
2139,Fuku,Superior Soup Instant Noodles (Mfg in Thailand),Pack,Hong Kong,40.0,,0.79
2138,Fuku,Superior Soup Instant Noodles (Mfg in Vietnam),Pack,Hong Kong,40.0,,0.79
2137,Nissin,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,Hong Kong,40.0,,0.79
2136,Nissin,Demae Ramen Roast Beef Flavour Instant Noodles,Pack,Hong Kong,40.0,,0.79
2135,Doll,Instant Noodle Supreme Abalone And Chicken Flavour,Pack,Hong Kong,20.0,,0.79
2134,Four Seas,Chicken Flavour Instant Noodle,Pack,Hong Kong,40.0,,0.79
2133,Nissin,Kimchi Chikin Ramen Donburi,Bowl,Japan,50.0,,1.79
2132,Maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,USA,50.0,,1.29
2131,Myojo,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,40.0,,0.79
2130,Kang Shi Fu,Artificial Salted Beef With Mushrooms Flavour,Pack,Hong Kong,40.0,,0.79
2129,CarJEN,Hot & Spicy Dry Curry With Chives Soup,Pack,Malaysia,50.0,,0.79
2128,Sapporo Ichiban,Taimeiken Yousyoku Yasangatsukutta Omumen,Cup,Japan,40.0,,1.29
2127,Suimin,Noodles With Chicken & Sweet Corn Flavour,Cup,Australia,22.5,,1.29
2126,Nissin,Mennippon Oumi Chanpon,Bowl,Japan,50.0,,1.79
2125,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,40.0,,0.79
2124,7 Select,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,Thailand,35.0,,1.79
2123,Nissin,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,50.0,,1.29
2122,Nissin,Chilli Noodles Stir Fried Holy Basil Flavour,Pack,Thailand,50.0,,0.79
2121,Nissin,Instant Noodles Moo Manao Flavour,Pack,Thailand,40.0,,0.79
2120,Nissin,Super Tom Yum Shrimp,Cup,Thailand,35.0,,1.29
2119,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,35.0,,1.29
2118,Nissin,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,Thailand,32.5,,1.29
2117,7 Select,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,Thailand,40.0,,1.79
2116,Nissin,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,Thailand,40.0,,0.79
2115,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,40.0,,1.29
2114,Nissin,Instant Noodles Minced Pork Flavour,Pack,Thailand,35.0,,0.79
2113,Nissin,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,40.0,,1.29
2112,Nissin,Chilli Noodles Spicy Tom Yum Flavour,Pack,Thailand,40.0,,0.79
2111,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Hong Kong,37.5,,1.29
2110,Great Value,Vegetarian Flavour Ramen Noodles,Pack,Canada,30.0,,0.79
2109,Oni Hot Pot,Tuna With Shallot Flavor Noodle,Pack,Taiwan,43.0,,0.79
2108,Weh Lih,GGE Noodle Snack Wheat Crackers Original Ramen,Pack,Taiwan,10.0,,0.79
2107,Nissin,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,45.0,,0.79
2106,Itomen,Onion Flavor Shoyu Ramen,Pack,Japan,35.0,,0.79
2105,Maruchan,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,USA,30.0,,0.79
2104,Wang,Rice Noodle Kimchi Flavor,Bowl,South Korea,40.0,,1.79
2103,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,Pack,USA,0.0,,0.79
2102,Nissin,Cup Noodles Singapore Laksa,Cup,Japan,50.0,,1.29
2101,Samyang Foods,Pojangmacha Udon,Pack,South Korea,40.0,,0.79
2100,Myojo,Mee Goreng Original Flavour,Pack,Singapore,40.0,,0.79
2099,Sanpo,Yakibuta Ramen,Bowl,Japan,40.0,,1.79
2098,Nongshim,Kimchi Flavor Noodle Soup,Cup,USA,50.0,,1.29
2097,CarJEN,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,Malaysia,50.0,,0.79
2096,Maruchan,Seimen Noukou Toro Tonkotsu,Bowl,Japan,40.0,,1.79
2095,Nissin,Straits Kitchen Laksa,Pack,Singapore,50.0,,0.79
2094,Nongshim,Champong Noodle Soup Spicy Seafood Flavor,Pack,South Korea,50.0,,0.79
2093,Oni Hot Pot,Seaweed Flavour Noodle,Pack,Taiwan,20.0,,0.79
2092,Doll,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,40.0,,0.79
2091,MyKuali,Penang Hokkien Prawn Noodle Authentic Taste,Cup,Malaysia,50.0,,1.29
2090,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,50.0,,0.79
2089,Nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,50.0,,1.29
2088,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,40.0,,1.79
2087,Nissin,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,40.0,,0.79
2086,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,50.0,,0.79
2085,Fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,50.0,,1.79
2084,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,50.0,,0.79
2083,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,50.0,,0.79
2082,Nissin,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,40.0,,1.29
2081,Nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,40.0,,1.29
2080,Fuku,Non-Fried Superior Soup Noodle,Pack,Hong Kong,40.0,,0.79
2079,Nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,50.0,,1.29
2078,Nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,40.0,,1.29
2077,Nissin,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,50.0,,1.29
2076,Nissin,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,37.5,,1.79
2075,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,45.0,,0.79
2074,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,35.0,,1.29
2073,Great Value,Spicy Ramen Noodles,Pack,Canada,40.0,,0.79
2072,Maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,USA,50.0,,1.79
2071,A-Sha Dry Noodle,Tainan Noodle Original Sauce,Pack,Taiwan,50.0,,0.79
2070,Tokushima Seifun,Negi Ramen,Bowl,Japan,17.5,,1.79
2069,Doll,Instant Noodle Vegetarian Flavour,Pack,Hong Kong,37.5,,0.79
2068,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,50.0,,0.79
2067,Samyang Foods,Fresh Jjajang,Pack,South Korea,45.0,,0.79
2066,Marutai,Hakata Tonkotsu Ramen,Pack,Japan,50.0,,0.79
2065,Four Seas,Kung Tak Lam Vegetarian Noodle (Mushroom),Pack,Hong Kong,30.0,,0.79
2064,Nongshim,Arrabiata Rice Bucatini,Pack,USA,50.0,,0.79
2063,Mamee,Pepper Noodles Vegetarian,Pack,Hong Kong,32.5,,0.79
2062,Ottogi,Ramyon Sabor Mariscos,Pack,Mexico,37.5,,0.79
2061,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,42.5,,2.19
2060,Nissin,Cup Noodle Light+ Cheese Fondue,Cup,Japan,50.0,,1.29
2059,Four Seas,Beef And Radish Flavour Instant Noodle,Pack,Hong Kong,25.0,,0.79
2058,Zow Zow,Instant Noodle Shrimp Tom Yam Flavoured,Pack,Thailand,37.5,,0.79
2057,Nissin,RapiFideo Sabor A Chile Y Limon,Cup,Mexico,37.5,,1.29
2056,Koyo,Garlic Pepper Reduced Sodium Ramen,Pack,USA,0.0,,0.79
2055,Nissin,Tokyo Tokunou Gyokai Tonkotsu,Bowl,Japan,50.0,,1.79
2054,Suimin,Noodles Curried Prawn Flavour,Cup,Australia,32.5,,1.29
2053,Maruchan,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,USA,37.5,,1.29
2052,Indomie,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,35.0,,1.29
2051,Master Kong,Artificial Pork Ribs Flavour Instant Noodle,Pack,China,35.0,,0.79
2050,MyKuali,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,Malaysia,50.0,,1.29
2049,Ottogi,Ramyon Sabor A Res,Pack,Mexico,40.0,,0.79
2048,Acecook,Kadomen Koikoku Tonkotsu,Bowl,Japan,38.0,,1.79
2047,Oni Hot Pot,XO Sauce Noodle,Pack,Taiwan,50.0,,0.79
2046,E-Zee,Perisa Asam Pedas Mi Segera,Pack,Malaysia,40.0,,0.79
2045,Great Value,Chicken Style Ramen Noodles,Pack,Canada,35.0,,0.79
2044,Doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,30.0,,1.29
2043,ORee Garden,Malaysia Green Curry Noodle,Bowl,Malaysia,50.0,,1.79
2042,Suimin,Noodles Mi Goreng,Cup,Australia,43.0,,1.29
2041,Master Kong,Tomato Sauce Instant Noodle,Pack,China,45.0,,0.79
2040,Nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,50.0,,1.29
2039,Tokushima Seifun,Yakibuta Ramen,Bowl,Japan,50.0,,1.79
2038,A1,Vegetarian Herbal Noodle,Pack,Malaysia,15.0,,0.79
2037,Migawon,Hovenia Ramen Vegetable Flavor,Pack,South Korea,35.0,,0.79
2036,A-Sha Dry Noodle,Hakka BBQ Sauce Noodle,Pack,Taiwan,42.5,,0.79
2035,Acecook,Maru Uma Curry Udon,Cup,Japan,35.0,,1.29
2034,Fantastic,Noodles Oriental Flavour,Cup,Australia,32.5,,1.29
2033,Chaudhary's Wai Wai,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,India,25.0,,0.79
2032,Kamfen,Noodle King Artificial Beef Soup Flavored,Bowl,Hong Kong,37.5,,1.79
2031,CarJEN,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,Malaysia,50.0,,0.79
2030,Myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,37.5,,0.79
2029,Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,20.0,,1.29
2028,Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,35.0,,0.79
2027,Nissin,Shinshu Miso Ramen,Bowl,Japan,50.0,,1.79
2026,MyKuali,Penang White Curry Authentic Taste Cup,Cup,Malaysia,47.5,,1.29
2025,Urban Noodle,Authentic Street Food Chow Mein,Cup,UK,20.0,,1.29
2024,Urban Noodle,Authentic Street Food Pad Thai,Cup,UK,25.0,,1.29
2023,Urban Noodle,Authentic Street Food Black Bean,Cup,UK,0.0,,1.29
2022,Urban Noodle,Authentic Street Food Thai Red Curry,Cup,UK,30.0,,1.29
2021,Urban Noodle,Authentic Street Food Satay,Cup,UK,50.0,,1.29
2020,Kang Shi Fu,Artificial Roasted Beef,Pack,China,35.0,,0.79
2019,Acecook,Seabura Tonkotsu Ramen,Cup,Japan,37.5,,1.29
2018,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,40.0,,0.79
2017,Samyang Foods,Honey & Cheese Big Bowl,Bowl,South Korea,0.0,,1.79
2016,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,35.0,,1.29
2015,E-Zee,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,50.0,,0.79
2014,Oni Hot Pot,Ghost Pepper Noodle,Pack,Taiwan,45.0,,0.79
2013,Great Value,Beef Style Ramen Noodles,Pack,Canada,35.0,,0.79
2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,20.0,,0.79
2011,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,20.0,,0.79
2010,MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,37.5,,0.79
2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,30.0,,1.29
2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,35.0,,1.79
2007,Nongshim,Rice Fettucini Alfredo,Pack,United States,37.5,,0.79
2006,Kamfen,Wonton Noodles Beef Flavour,Bowl,Hong Kong,37.5,,1.79
2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,45.0,,0.79
2004,Nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,37.5,,1.79
2003,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,50.0,,1.79
2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,38.0,,1.29
2001,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,40.0,,1.29
2000,Nissin,Chikin Ramen Donburi,Bowl,Japan,50.0,,1.79
1999,Nissin,Curry Udon,Cup,Japan,50.0,,1.29
1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,50.0,,1.79
1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,43.0,,1.29
